,symbol,expiry,strike,bid_price_call,ask_price_call,mid_price_call,last_price_call,volume_call,ib_bid_delta_call,implied_vol_mid_point_call,mid_point_delta_call,bid_price_put,ask_price_put,mid_price_put,last_price_put,volume_put,ib_bid_delta_put,implied_vol_mid_point_put,mid_point_delta_put,und_price,tte
132,GME,2021-06-25,330.0,17.35,18.55,17.950000000000003,18.1,16.0,0.34206442442528495,1.595008993184433,0.34521573658129756,75.5,77.6,76.55,75.35,9.0,-0.6452192143298341,1.6301158373022375,-0.6480131258387475,272.010009765625,0.045454545454545456
133,GME,2021-06-25,335.0,,,,,,,,,79.55,81.75,80.65,,,-0.6626277231342405,1.6411774390184424,-0.6620367128923774,272.010009765625,0.045454545454545456
134,GME,2021-06-25,340.0,15.55,16.85,16.200000000000003,16.7,19.0,0.30712472155102516,1.615412499096951,0.31718112799465487,83.65,85.9,84.775,,,-0.6741943272976656,1.6507772421695295,-0.675679539471775,272.010009765625,0.045454545454545456
135,GME,2021-06-25,345.0,,,,,,,,,,,,,,,,,272.010009765625,0.045454545454545456
136,GME,2021-06-25,350.0,14.2,15.35,14.774999999999999,15.5,57.0,0.2824810262114748,1.641511569622881,0.2927590076758429,92.1,94.45,93.275,,,-0.6997746841342579,1.6746608980087978,-0.7003076992765414,272.010009765625,0.045454545454545456
137,GME,2021-06-25,355.0,,,,15.0,11.0,,,,96.4,98.75,97.575,,1.0,-0.7130465471791789,1.6856566502059211,-0.7119163824958135,272.010009765625,0.045454545454545456
138,GME,2021-06-25,360.0,12.95,14.0,13.475,14.2,11.0,0.26046988002347016,1.6649456839257024,0.27024652803706367,100.75,103.1,101.925,100.1,4.0,-0.7247941505181015,1.6970392971600434,-0.7229006507934812,272.010009765625,0.045454545454545456
139,GME,2021-06-25,365.0,,,,,1.0,,,,104.45,107.5,105.975,,,-0.7360261682084412,1.690565891131394,-0.7367627727469183,272.010009765625,0.045454545454545456
140,GME,2021-06-25,370.0,11.8,12.85,12.325,12.95,35.0,0.23951077311887767,1.6880254699159676,0.24985570826051218,109.6,111.95,110.775,,1.0,-0.7440410459413067,1.7216409554771945,-0.7429496890448402,272.010009765625,0.045454545454545456
141,GME,2021-06-25,375.0,,,,15.75,4.0,,,,113.35,116.4,114.875,,,-0.7531766603215994,1.7133258747287614,-0.7562079843708592,272.07501220703125,0.045454545454545456
142,GME,2021-06-25,380.0,10.65,11.8,11.225000000000001,11.0,40.0,0.2188673992174322,1.7062007033912492,0.23049676532466795,117.85,120.95,119.4,,,-0.766040060014257,1.7261498822823198,-0.7649346540872339,272.010009765625,0.045454545454545456
143,GME,2021-06-25,390.0,9.85,11.05,10.45,11.0,31.0,0.22308263534323494,1.7361362998756253,0.21524614721996949,127.65,130.05,128.85000000000002,,,-0.7796452927057085,1.7701101166096462,-0.7775373763555087,272.010009765625,0.045454545454545456
144,GME,2021-07-02,202.5,78.85,81.6,80.225,,,0.8434860009952196,1.4684508455492837,0.835075235763427,10.85,11.75,11.3,,,-0.1669564057910767,1.5042838950840625,-0.16793635639348514,272.010009765625,0.06521739130434782
145,GME,2021-07-02,205.0,77.0,79.75,78.375,96.9,1.0,0.8392454196676237,1.46261666541335,0.8275685964641365,11.5,12.45,11.975,,,-0.17471110245815447,1.5019204365248318,-0.17585639597769498,272.07501220703125,0.06521739130434782
146,GME,2021-07-02,207.5,75.15,77.95,76.55000000000001,,,0.8259712397628878,1.462860008031409,0.8189628364305073,12.2,13.15,12.675,,,-0.18185082766599928,1.4995672402703228,-0.18393244180817114,272.010009765625,0.06521739130434782
147,GME,2021-07-02,210.0,73.4,76.15,74.775,,,0.8178307497507807,1.4614095445763353,0.8105334903580366,12.9,13.9,13.4,13.44,25.0,-0.19022607752194876,1.4972135241928914,-0.19215792246674046,272.010009765625,0.06521739130434782
148,GME,2021-07-02,212.5,71.65,74.35,73.0,,,0.8123148420616604,1.4558901872946886,0.8025041848995721,13.6,14.65,14.125,,1.0,-0.19773812594935075,1.493568011914784,-0.2004160880682877,272.07501220703125,0.06521739130434782
149,GME,2021-07-02,215.0,69.9,72.65,71.275,,,0.8006665953826702,1.4570197406774517,0.7933651605641184,14.05,15.5,14.775,,1.0,-0.20613579681457972,1.4849584119406947,-0.20840733699347047,272.010009765625,0.06521739130434782
150,GME,2021-07-02,217.5,68.25,71.0,69.625,,,0.7900047791172671,1.457828462616326,0.7843160617974481,14.75,16.25,15.5,,,-0.21382125353057752,1.4790615107156526,-0.21678973660930723,272.010009765625,0.06521739130434782
151,GME,2021-07-02,220.0,66.4,69.25,67.825,,,0.7829460593952768,1.4500316954854569,0.7758417138574587,15.8,17.2,16.5,,4.0,-0.2233500925656169,1.4852569429257552,-0.22624733011594467,272.010009765625,0.06521739130434782
152,GME,2021-07-02,222.5,64.75,67.75,66.25,,,0.7739261406480703,1.392207947242925,0.7762727857898121,16.65,18.05,17.35,,11.0,-0.23199109935191664,1.482855062961696,-0.23513900898121043,273.6400146484375,0.06521739130434782
153,GME,2021-07-02,225.0,63.1,66.15,64.625,,1.0,0.763600975511111,1.449941181188256,0.7572730145237012,17.55,19.0,18.275,18.5,21.0,-0.2405426404780651,1.482711992335633,-0.24429546955253978,272.010009765625,0.06521739130434782
154,GME,2021-07-02,227.5,61.6,64.6,63.099999999999994,,,0.7529850076674987,1.4513615430872906,0.7477496106654835,18.3,20.0,19.15,,,-0.2491685005600699,1.479075690071951,-0.2533225452194984,272.010009765625,0.06521739130434782
155,GME,2021-07-02,230.0,60.2,62.9,61.55,,1.0,0.7420658552977906,1.450369491367966,0.7383025779063508,19.55,21.0,20.275,20.0,12.0,-0.25861331252136965,1.4853739551791447,-0.26302461700880664,272.010009765625,0.06521739130434782
156,GME,2021-07-02,232.5,58.75,61.35,60.05,,,0.7342698101675483,1.4503591646468106,0.7287162245921139,20.55,22.05,21.3,,,-0.2673185793318959,1.4859156755962386,-0.27243472184092865,272.010009765625,0.06521739130434782
157,GME,2021-07-02,235.0,57.2,59.9,58.55,,,0.7248420453185375,1.44914766976132,0.7191217520169981,21.5,23.1,22.3,,1.0,-0.276492285887596,1.484200861239462,-0.28179754690520176,272.010009765625,0.06521739130434782
158,GME,2021-07-02,237.5,55.9,58.5,57.2,,,0.7131875013893352,1.4511622738025027,0.7095372490824948,22.55,24.2,23.375,,,-0.28603010580076016,1.4845347647992007,-0.29131313354464383,272.07501220703125,0.06521739130434782
159,GME,2021-07-02,240.0,54.45,56.65,55.55,,3.0,0.7049791231096189,1.4433630576146916,0.6998477699937792,23.65,25.35,24.5,,1.0,-0.2954149566288724,1.4857968403858914,-0.30090091896317994,272.010009765625,0.06521739130434782
160,GME,2021-07-02,242.5,53.05,55.65,54.349999999999994,,,0.6952516275418075,1.4511324087948294,0.6897609897768858,24.85,26.55,25.700000000000003,,,-0.3048027659438902,1.488974579293613,-0.3105628487305676,272.010009765625,0.06521739130434782
161,GME,2021-07-02,245.0,51.9,54.35,53.125,,,0.6855233972512121,1.4565740982816864,0.679799093347087,25.9,27.65,26.775,,,-0.3142594128377262,1.4859607087036533,-0.32008546769965873,272.010009765625,0.06521739130434782
162,GME,2021-07-02,247.5,50.55,52.7,51.625,,,0.6756532615494164,1.4498632589929799,0.670090128815626,27.25,28.8,28.025,,1.0,-0.32364404350334147,1.4889132411431278,-0.329756448433124,272.010009765625,0.06521739130434782
163,GME,2021-07-02,250.0,49.35,51.4,50.375,,3.0,0.6659236544948545,1.4520688204117524,0.6601797183439777,28.25,30.25,29.25,29.5,3.0,-0.33933530201605216,1.4897763196506455,-0.33938790271938424,272.010009765625,0.06521739130434782
164,GME,2021-07-02,252.5,48.15,50.15,49.15,,,0.6561597757518828,1.454153006453138,0.6502883839617395,29.75,31.55,30.65,28.5,3.0,-0.348855041719255,1.4964052534769032,-0.34902620542563945,272.010009765625,0.06521739130434782
165,GME,2021-07-02,255.0,46.95,49.0,47.975,,,0.6463861806635188,1.457095961407281,0.6404243209236882,30.95,32.9,31.924999999999997,32.1,2.0,-0.3520617274896311,1.4970948033675575,-0.35860925372987495,272.010009765625,0.06521739130434782
166,GME,2021-07-02,257.5,45.7,48.15,46.925,,,0.6305900318498909,1.4637499030556798,0.6306421374756292,32.1,34.3,33.2,,1.0,-0.36149526213663347,1.4967959992135522,-0.36818982841607695,272.010009765625,0.06521739130434782
167,GME,2021-07-02,260.0,44.7,46.7,45.7,,1.0,0.6270105490506912,1.4626893926255513,0.6208292645530521,33.75,35.65,34.7,37.0,4.0,-0.37732070249176647,1.5040604193600904,-0.37762603863009203,272.010009765625,0.06521739130434782
168,GME,2021-07-02,262.5,43.6,45.6,44.6,,,0.6171101336480124,1.4653773490583475,0.6111085440030839,34.85,37.15,36.0,,,-0.3803900144256862,1.502763182806025,-0.38716183123347114,272.010009765625,0.06521739130434782
169,GME,2021-07-02,265.0,42.45,44.6,43.525000000000006,,,0.6077055280455897,1.4680168499083655,0.6014461039197829,36.3,38.45,37.375,,,-0.3897276400673095,1.5033637067174337,-0.39663230896546686,272.010009765625,0.06521739130434782
170,GME,2021-07-02,267.5,41.5,43.5,42.5,,,0.5984169032195124,1.4715521843598431,0.5918824762729883,37.7,40.05,38.875,,1.0,-0.3992595345099493,1.5076905707443122,-0.405925843659417,272.010009765625,0.06521739130434782
171,GME,2021-07-02,270.0,40.5,42.5,41.5,42.76,18.0,0.5886878407873687,1.4750637780168157,0.5824003336570593,39.45,41.45,40.45,,,-0.4086182924806054,1.5138516490422644,-0.4150483849384359,272.010009765625,0.06521739130434782
172,GME,2021-07-02,272.5,39.6,41.85,40.725,,,0.5706224015934416,1.485911271769785,0.5733819237643142,40.95,43.1,42.025000000000006,,,-0.4179520629906231,1.5190863003614805,-0.4241003966114394,272.010009765625,0.06521739130434782
173,GME,2021-07-02,275.0,38.55,40.55,39.55,41.63,4.0,0.5698843288711337,1.481176853783399,0.563649158251923,42.3,44.55,43.425,,,-0.426838522331607,1.5170288968284045,-0.43345862471064456,272.010009765625,0.06521739130434782
174,GME,2021-07-02,277.5,37.65,39.95,38.8,,,0.5607782278,1.491106781997428,0.5548491499656638,43.75,46.25,45.0,,1.0,-0.43573481965823757,1.5205312183922923,-0.4424434262569028,272.010009765625,0.06521739130434782
175,GME,2021-07-02,280.0,36.75,38.75,37.75,37.6,9.0,0.542144093062549,1.489244697728218,0.5453958083240479,45.45,47.7,46.575,,,-0.44444506204785855,1.5231943689443406,-0.4513912507079758,272.010009765625,0.06521739130434782
176,GME,2021-07-02,282.5,35.9,38.25,37.075,37.65,4.0,0.5327190445322482,1.4988973655135847,0.5371126590987536,46.95,49.5,48.225,,1.0,-0.45351993317573935,1.52775996380465,-0.46010739385467936,272.07501220703125,0.06521739130434782
177,GME,2021-07-02,285.0,35.05,37.0,36.025,,1.0,0.5342583758751094,1.496670827748165,0.5275271412534134,48.55,51.15,49.849999999999994,,,-0.4624757884185679,1.530616602524599,-0.4688484756517364,272.010009765625,0.06521739130434782
178,GME,2021-07-02,287.5,34.3,36.6,35.45,,,0.5244130850856232,1.5095626430479046,0.5195756606957275,50.2,52.8,51.5,,,-0.4712813561173434,1.5335964777120608,-0.4774824196221241,272.010009765625,0.06521739130434782
179,GME,2021-07-02,290.0,33.55,35.45,34.5,,1.0,0.5165610314663127,1.5081231534968138,0.5104859369939784,51.9,54.5,53.2,,,-0.47990648000713243,1.537617606284872,-0.48591946802459607,272.010009765625,0.06521739130434782
180,GME,2021-07-02,292.5,32.75,35.0,33.875,,1.0,0.5068254117846347,1.5176577314559583,0.5025540777465807,53.6,56.2,54.900000000000006,55.0,1.0,-0.48865480542117656,1.540000032409233,-0.49458967623106564,272.010009765625,0.06521739130434782
181,GME,2021-07-02,295.0,31.95,33.95,32.95,,4.0,0.49972452531756123,1.5156250129113906,0.49357850942260073,55.4,57.85,56.625,,,-0.4970283717819077,1.5434320186376622,-0.5028662668225212,272.010009765625,0.06521739130434782
182,GME,2021-07-02,297.5,31.25,33.45,32.35,,1.0,0.49033249194497897,1.524599413023887,0.4858837787428701,57.1,59.75,58.425,,1.0,-0.5052419152880396,1.5488569718570435,-0.5108146025551965,272.010009765625,0.06521739130434782
183,GME,2021-07-02,300.0,30.55,32.35,31.450000000000003,32.0,51.0,0.48736385229811535,1.5220334299720182,0.4770191835123537,58.95,61.45,60.2,60.14,7.0,-0.5250684424786537,1.5526857831687886,-0.5188120444768112,272.010009765625,0.06521739130434782
184,GME,2021-07-02,302.5,29.85,32.0,30.925,,,0.47485258623561327,1.5323332330332102,0.46977541642060944,60.7,63.35,62.025000000000006,63.05,3.0,-0.5203033708015864,1.5576425561449105,-0.5265582174659947,272.010009765625,0.06521739130434782
185,GME,2021-07-02,305.0,29.2,31.05,30.125,30.5,9.0,0.4600159675621204,1.5320105111661677,0.46137520266134785,62.6,65.1,63.849999999999994,,,-0.5283404541273106,1.5619392127666771,-0.5342571163309455,272.010009765625,0.06521739130434782
186,GME,2021-07-02,307.5,28.5,30.8,29.65,,,0.4580035787739351,1.5428194993469164,0.4545163477875165,64.6,66.9,65.75,,,-0.5363695887871877,1.5683093574478841,-0.5415681839708754,272.010009765625,0.06521739130434782
187,GME,2021-07-02,310.0,27.9,29.7,28.799999999999997,35.6,2.0,0.4528711444905914,1.539363605011374,0.44591214457926487,66.45,68.75,67.6,,,-0.5439309325905798,1.5722407760490322,-0.5490605496655074,272.010009765625,0.06521739130434782
188,GME,2021-07-02,312.5,27.25,29.5,28.375,,,0.4423524631663604,1.5507596061318882,0.4394439952836871,68.05,70.65,69.35,,,-0.5519264798028566,1.571912039573912,-0.5570155495902975,272.010009765625,0.06521739130434782
189,GME,2021-07-02,315.0,26.65,28.9,27.775,,,0.4234202034234533,1.5303559735418037,0.43434665317760346,70.2,72.55,71.375,,,-0.5594202406430879,1.5810029576548639,-0.5635604855034798,273.5799865722656,0.06521739130434782
190,GME,2021-07-02,320.0,25.5,27.2,26.35,,2.0,0.42715519478811004,1.5539432468838137,0.4164366494879911,73.85,76.35,75.1,76.5,5.0,-0.5864921065160438,1.5855735031360279,-0.5781912711030601,272.010009765625,0.06521739130434782
191,GME,2021-07-02,325.0,24.4,26.55,25.475,,,0.39472639071955645,1.569743567705139,0.40401863775050784,77.85,80.35,79.1,,,-0.5889385041779772,1.5980215188282376,-0.591170356286613,272.07501220703125,0.06521739130434782
192,GME,2021-07-02,330.0,23.4,25.05,24.225,26.5,41.0,0.3916789599046736,1.5713881985891438,0.38938373543730453,81.5,84.25,82.875,,1.0,-0.6001713627919949,1.5999784897527363,-0.6053195774167819,272.010009765625,0.06521739130434782
193,GME,2021-07-02,335.0,22.45,24.05,23.25,,12.0,0.38342105587597386,1.580239307196855,0.3766232802386267,85.6,88.35,86.975,,,-0.6129465836338142,1.612015498502064,-0.6173820404964545,272.010009765625,0.06521739130434782
194,GME,2021-07-02,340.0,21.5,23.15,22.325,,1.0,0.37259775939859147,1.589017871280198,0.36433414791250396,89.85,92.4,91.125,,,-0.6262414775884472,1.624059972642129,-0.6289425328408758,272.010009765625,0.06521739130434782
195,GME,2021-07-02,345.0,20.7,22.25,21.475,,10.0,0.35732728991667434,1.5988027551576085,0.3527009588739801,93.95,96.55,95.25,,,-0.6381376395454014,1.633341087745524,-0.6405090988174444,272.010009765625,0.06521739130434782
196,GME,2021-07-02,350.0,19.9,21.5,20.7,,3.0,0.35196506255457827,1.609737829974772,0.3417510407547838,97.85,100.7,99.275,,,-0.649870557995667,1.636953653861874,-0.6526643845714568,272.010009765625,0.06521739130434782
197,GME,2021-07-02,355.0,19.1,20.75,19.925,,,0.3212655717790163,1.598400942118668,0.33209464379074516,102.35,104.95,103.65,,,-0.6599231745051504,1.6525215696687288,-0.6622021153735097,273.5799865722656,0.06521739130434782
198,GME,2021-07-02,360.0,18.4,19.95,19.174999999999997,,1.0,0.3319463423853771,1.627609175546632,0.32044728522865057,106.5,109.2,107.85,,,-0.6689199226322753,1.6596445453999813,-0.67287600513,272.010009765625,0.06521739130434782
199,GME,2021-07-02,365.0,17.7,19.3,18.5,,,0.3004591410181621,1.6368713591078978,0.31069701165666075,111.0,113.55,112.275,,,-0.6795633596851914,1.6742434250686051,-0.6817192149702175,272.07501220703125,0.06521739130434782
200,GME,2021-07-02,370.0,17.1,18.4,17.75,,1.0,0.30930329689920616,1.6431984824332797,0.30036422403819635,115.3,117.9,116.6,,,-0.6901528341939419,1.68341287776237,-0.6911986274191153,272.010009765625,0.06521739130434782
201,GME,2021-07-02,375.0,16.45,18.05,17.25,,1.0,0.2999786901684909,1.6576440044195109,0.2922484067182278,119.7,122.3,121.0,,,-0.6990869973588858,1.6942687728941506,-0.6999690681208343,272.010009765625,0.06521739130434782
202,GME,2021-07-02,380.0,15.9,17.25,16.575,17.45,2.0,0.29158542748862837,1.6634208033863338,0.28276863302698685,123.6,126.7,125.15,,,-0.7078892077499184,1.6933122720272413,-0.7107173564464508,272.010009765625,0.06521739130434782
203,GME,2021-07-02,390.0,14.85,16.15,15.5,16.55,2.0,0.27593101001772685,1.6827832335962871,0.266460828773814,133.05,135.6,134.325,,,-0.7244082655948711,1.7244487338256884,-0.724598005093583,272.010009765625,0.06521739130434782
204,GME,2021-07-09,202.5,81.35,84.45,82.9,,,0.8304114435665554,1.4161428113806995,0.8216886402460603,13.4,14.8,14.100000000000001,,,-0.179968041076082,1.454290016793027,-0.18153679570220693,272.07501220703125,0.08498023715415019
205,GME,2021-07-09,205.0,79.6,82.7,81.15,,,0.8221823489272417,1.4148930371911472,0.8139430676466908,14.15,15.6,14.875,,,-0.1871343648113548,1.4532658590249117,-0.18918508160380065,272.07501220703125,0.08498023715415019
206,GME,2021-07-09,207.5,77.9,80.95,79.42500000000001,,,0.8129822553147527,1.4160510353139724,0.8057073073670686,14.9,16.4,15.649999999999999,,,-0.19433892920973,1.451116970494164,-0.196850011059585,272.010009765625,0.08498023715415019
207,GME,2021-07-09,210.0,76.2,79.25,77.725,,,0.803282994337414,1.414726812250665,0.797737504256046,15.7,17.25,16.475,,,-0.20175085155091346,1.450139100692602,-0.2047180604499773,272.010009765625,0.08498023715415019
208,GME,2021-07-09,212.5,74.55,77.6,76.07499999999999,,,0.7967383772529114,1.4144984106479987,0.7895713307010624,16.55,18.1,17.325000000000003,,,-0.2095353688646516,1.449166218586259,-0.21268408826151497,272.010009765625,0.08498023715415019
209,GME,2021-07-09,215.0,72.9,76.0,74.45,,,0.7885846396358018,1.4142228375510462,0.7813147193380147,17.5,19.0,18.25,,,-0.21772473253905097,1.4503213262739563,-0.22089312960766183,272.010009765625,0.08498023715415019
210,GME,2021-07-09,217.5,71.35,74.4,72.875,,,0.7796364728992334,1.4149495909645722,0.7728984348840569,18.3,19.95,19.125,20.0,1.0,-0.22543786665159007,1.4482736412001493,-0.2289565398086073,272.010009765625,0.08498023715415019
211,GME,2021-07-09,220.0,69.75,72.8,71.275,,,0.7694216459509717,1.4135452247063605,0.764552986169041,,,,22.0,5.0,,,,272.010009765625,0.08498023715415019
212,GME,2021-07-09,222.5,68.25,71.3,69.775,,,0.7623000853453153,1.4151617927679514,0.7559337782659583,20.15,21.9,21.025,,,-0.2414609660767389,1.4473236031358134,-0.24552852964358962,272.010009765625,0.08498023715415019
213,GME,2021-07-09,225.0,66.75,69.8,68.275,,,0.753677161420157,1.4156876550594713,0.7473276300903817,21.15,22.9,22.025,,,-0.2495174780449585,1.4473271562590826,-0.25393896534974236,272.010009765625,0.08498023715415019
214,GME,2021-07-09,227.5,65.3,68.3,66.8,,,0.7450498439588894,1.4161560848646273,0.7386711086340692,22.15,23.9,23.025,,,-0.25769847917557703,1.4463437499609586,-0.26235512582888254,272.010009765625,0.08498023715415019
215,GME,2021-07-09,230.0,63.85,66.85,65.35,,,0.7351230635528038,1.4165754378163629,0.7299696167494754,23.2,25.0,24.1,,3.0,-0.26597171832613936,1.4472798387205728,-0.27091149464607267,272.010009765625,0.08498023715415019
216,GME,2021-07-09,232.5,62.45,65.45,63.95,,,0.7275156355903335,1.4178925409041916,0.721190037435836,24.25,26.1,25.175,,,-0.2744158810488276,1.447240921029185,-0.27946258781661204,272.010009765625,0.08498023715415019
217,GME,2021-07-09,235.0,61.1,64.05,62.575,,,0.7184148578182592,1.4191492664087795,0.7123880333261127,25.4,27.25,26.325,,,-0.2830368750067047,1.4490467304014414,-0.28810910805954326,272.010009765625,0.08498023715415019
218,GME,2021-07-09,237.5,59.75,62.7,61.225,,,0.7093520484185271,1.4203566474332843,0.703568830614011,26.5,28.4,27.45,,,-0.2914236492996952,1.4489850052955895,-0.29671552053499883,272.010009765625,0.08498023715415019
219,GME,2021-07-09,240.0,58.45,61.4,59.925,,,0.6997626033280319,1.4224251628728153,0.694716683909631,27.65,29.6,28.625,,,-0.29989858909022005,1.4498347628651809,-0.30536565685454353,272.010009765625,0.08498023715415019
220,GME,2021-07-09,242.5,57.15,60.1,58.625,,,0.6915119780938559,1.423554753433901,0.6858845676739409,28.85,30.85,29.85,,,-0.308431573750914,1.4515697376428542,-0.31403774124263006,272.010009765625,0.08498023715415019
221,GME,2021-07-09,245.0,55.9,58.85,57.375,,,0.6825583462909386,1.4255456772642934,0.6770413679119448,30.1,32.1,31.1,31.0,1.0,-0.3225977100976804,1.4532904294386095,-0.3227022965163511,272.010009765625,0.08498023715415019
222,GME,2021-07-09,247.5,54.7,57.6,56.150000000000006,,,0.6736243301622018,1.427510693359428,0.6682132519934374,32.0,33.4,32.7,,1.0,-0.3255268993214283,1.466299693198132,-0.3313830728637981,272.010009765625,0.08498023715415019
223,GME,2021-07-09,250.0,53.5,56.4,54.95,,17.0,0.664702490228353,1.427987484956903,0.6596137259888651,32.8,34.7,33.75,33.8,33.0,-0.33980973674176235,1.459312888310675,-0.3399797097788031,272.07501220703125,0.08498023715415019
224,GME,2021-07-09,252.5,52.35,54.85,53.6,,,0.655823165144197,1.424008569232886,0.650780043754991,33.95,36.05,35.0,,,-0.342580766620543,1.4584767391950577,-0.34859820916679496,272.07501220703125,0.08498023715415019
225,GME,2021-07-09,255.0,51.2,53.85,52.525000000000006,,,0.6413514915196908,1.3958583652464078,0.6466514040621159,35.3,37.45,36.375,,,-0.35107367979001136,1.4610940723595978,-0.3571669642706019,273.5799865722656,0.08498023715415019
226,GME,2021-07-09,257.5,50.1,52.95,51.525000000000006,,,0.6382501064561428,1.4348109248282304,0.6333606305081848,36.65,38.9,37.775,,,-0.35954373092702957,1.463737613832612,-0.36569153451202563,272.07501220703125,0.08498023715415019
227,GME,2021-07-09,260.0,49.0,51.65,50.325,,,0.6294447232512974,1.433524126171884,0.6245972189880186,38.05,40.25,39.15,39.0,2.0,-0.36806876530400745,1.464756681281814,-0.37421248657365924,272.07501220703125,0.08498023715415019
228,GME,2021-07-09,262.5,47.95,50.75,49.35,,,0.6206362523930496,1.4389292057868277,0.616057980345122,39.45,41.75,40.6,,,-0.3765705954599703,1.4675008146776995,-0.3826427870426756,272.07501220703125,0.08498023715415019
229,GME,2021-07-09,265.0,46.9,49.7,48.3,,,0.6118810245465442,1.4410656910637092,0.6074830628863327,40.9,43.25,42.075,42.65,5.0,-0.38502095271480336,1.470306755603825,-0.39101300147165696,272.07501220703125,0.08498023715415019
230,GME,2021-07-09,267.5,45.9,48.7,47.3,,,0.6034081803774859,1.4440843714582714,0.5990035998123759,42.35,44.7,43.525000000000006,,30.0,-0.39345819824606215,1.4715548393187485,-0.3993923739241204,272.07501220703125,0.08498023715415019
231,GME,2021-07-09,270.0,44.95,47.7,46.325,,,0.5948017510777295,1.4471729448118043,0.5905977003928693,43.85,46.15,45.0,44.71,2.0,-0.4018825018214832,1.472905996644288,-0.4077196083771131,272.07501220703125,0.08498023715415019
232,GME,2021-07-09,272.5,43.95,46.5,45.225,,,0.5863161773910667,1.4455007280445655,0.5819902395671182,45.4,47.7,46.55,46.7,2.0,-0.41012521387093265,1.4759853226993016,-0.4158959092318606,272.07501220703125,0.08498023715415019
233,GME,2021-07-09,275.0,43.05,45.8,44.425,,1.0,0.5780856412453926,1.4528075117429842,0.5739766565168108,46.9,49.4,48.15,,,-0.4182717466961574,1.47997782335128,-0.42393940462973245,272.07501220703125,0.08498023715415019
234,GME,2021-07-09,277.5,42.15,44.85,43.5,,,0.5700605109017928,1.4553852803749505,0.5657631256702776,48.5,51.0,49.75,,,-0.42607303922894035,1.483283960398785,-0.4319423132280461,272.07501220703125,0.08498023715415019
235,GME,2021-07-09,280.0,41.25,43.95,42.6,,1.0,0.5621335245200346,1.4580894826936563,0.5576357997986792,50.1,52.55,51.325,51.22,2.0,-0.4338926179187796,1.4851262164151229,-0.4399723228834551,272.07501220703125,0.08498023715415019
236,GME,2021-07-09,282.5,40.4,43.05,41.724999999999994,44.89,3.0,0.545114590652919,1.462245174105092,0.5494514219146374,51.7,54.25,52.975,,,-0.44195136575614064,1.4887170657197288,-0.44779341111939963,272.0,0.08498023715415019
237,GME,2021-07-09,285.0,39.55,42.05,40.8,42.5,9.0,0.536978123440869,1.4615420783606374,0.5414542552873949,53.35,55.9,54.625,,,-0.4500140029730996,1.4916715138555268,-0.45557936642266617,272.07501220703125,0.08498023715415019
238,GME,2021-07-09,287.5,38.7,41.35,40.025000000000006,46.0,1.0,0.5285951854049612,1.440805577759167,0.5365904016628691,55.0,57.6,56.3,,,-0.457944275029193,1.4948002330100343,-0.463264794916303,273.5799865722656,0.08498023715415019
239,GME,2021-07-09,290.0,37.9,40.1,39.0,47.1,2.0,0.5239656907552311,1.4624956502129132,0.5253216968294018,56.65,59.25,57.95,,1.0,-0.4657173963030465,1.4965314454615752,-0.47099712173267505,272.07501220703125,0.08498023715415019
240,GME,2021-07-09,292.5,37.15,39.6,38.375,,,0.5213664481918765,1.4461002747107075,0.5207960818574046,58.35,61.0,59.675,,,-0.4736141253908453,1.5000468888112743,-0.47847276147475826,273.5799865722656,0.08498023715415019
241,GME,2021-07-09,295.0,36.4,38.95,37.675,,1.0,0.5136113913900128,1.4517729304514393,0.5133575044543828,60.05,62.75,61.4,,,-0.4811778579855395,1.502982484859808,-0.48591552020008455,273.5799865722656,0.08498023715415019
242,GME,2021-07-09,297.5,35.65,38.2,36.925,,,0.49742949767155215,1.4552846967393813,0.5057997345846666,61.8,64.5,63.15,,,-0.4888664194809441,1.506142026254231,-0.49324318372153264,273.5799865722656,0.08498023715415019
243,GME,2021-07-09,300.0,35.5,37.05,36.275,35.0,9.0,0.49389232592469845,1.48496298641918,0.49630535771444245,,,,65.8,4.0,,,,272.07501220703125,0.08498023715415019
244,GME,2021-07-09,302.5,34.25,36.75,35.5,,,0.4921378472388282,1.4862061628040109,0.48881272343380716,65.35,68.1,66.725,,,-0.5027496597344308,1.5131820013451909,-0.5075306866639505,272.07501220703125,0.08498023715415019
245,GME,2021-07-09,305.0,33.55,35.85,34.7,,,0.48517045070999076,1.4861185055896735,0.4812281266958422,67.15,69.85,68.5,,,-0.5094047036706256,1.515507045562486,-0.5146783109251392,272.07501220703125,0.08498023715415019
246,GME,2021-07-09,307.5,32.9,35.35,34.125,,,0.4779620086323261,1.4700217139287437,0.47668228902183557,68.95,71.75,70.35,,,-0.5168386901740217,1.5196859704999652,-0.5214967997958442,273.5799865722656,0.08498023715415019
247,GME,2021-07-09,310.0,32.25,34.45,33.35,37.45,5.0,0.4655932703034023,1.4922806550821441,0.46713917605773514,70.8,73.5,72.15,,,-0.5238773560665682,1.521776881058369,-0.528492143617468,272.07501220703125,0.08498023715415019
248,GME,2021-07-09,312.5,31.6,34.05,32.825,39.87,10.0,0.4638159247854495,1.4993629543587328,0.4608110318174726,72.65,75.35,74.0,,,-0.5309004471731297,1.5249553283128847,-0.5352499221939513,272.07501220703125,0.08498023715415019
