,data_collection_time,symbol,expiry,strike,kind,und_price,bid_price,ask_price,mid_price,last_price,volume,ib_bid_delta
0,2021-06-23 10:05:39.352019,ROKU,2021-06-25,150.0,P,415.1000061035156,-1.0,0.01,-0.495,,,
1,2021-06-23 10:05:39.352019,ROKU,2021-06-25,155.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
2,2021-06-23 10:05:39.352019,ROKU,2021-06-25,160.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
3,2021-06-23 10:05:39.352019,ROKU,2021-06-25,165.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
4,2021-06-23 10:05:39.352019,ROKU,2021-06-25,170.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
5,2021-06-23 10:05:39.352019,ROKU,2021-06-25,175.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
6,2021-06-23 10:05:39.352019,ROKU,2021-06-25,180.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
7,2021-06-23 10:05:39.352019,ROKU,2021-06-25,185.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
8,2021-06-23 10:05:39.352019,ROKU,2021-06-25,190.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
9,2021-06-23 10:05:39.352019,ROKU,2021-06-25,195.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
10,2021-06-23 10:05:39.352019,ROKU,2021-06-25,200.0,P,415.1000061035156,-1.0,0.02,-0.49,,,
11,2021-06-23 10:05:39.352019,ROKU,2021-06-25,205.0,P,415.1000061035156,-1.0,0.02,-0.49,,,
12,2021-06-23 10:05:39.352019,ROKU,2021-06-25,210.0,P,415.1000061035156,-1.0,0.02,-0.49,,,
13,2021-06-23 10:05:39.352019,ROKU,2021-06-25,215.0,P,415.1000061035156,-1.0,0.05,-0.475,,,
14,2021-06-23 10:05:39.352019,ROKU,2021-06-25,220.0,P,415.1000061035156,-1.0,0.03,-0.485,,,
15,2021-06-23 10:05:39.352019,ROKU,2021-06-25,225.0,P,415.1000061035156,-1.0,0.03,-0.485,,,
16,2021-06-23 10:05:39.352019,ROKU,2021-06-25,230.0,P,415.1000061035156,-1.0,0.03,-0.485,,,
17,2021-06-23 10:05:39.352019,ROKU,2021-06-25,235.0,P,415.1000061035156,-1.0,0.04,-0.48,,,
18,2021-06-23 10:05:39.352019,ROKU,2021-06-25,240.0,P,415.1000061035156,-1.0,0.02,-0.49,,5.0,
19,2021-06-23 10:05:39.352019,ROKU,2021-06-25,245.0,P,415.1000061035156,0.01,0.02,0.015,0.01,2.0,-0.00020738468051900518
20,2021-06-23 10:05:39.352019,ROKU,2021-06-25,250.0,P,415.1000061035156,-1.0,0.04,-0.48,,,
21,2021-06-23 10:05:39.352019,ROKU,2021-06-25,255.0,P,415.1000061035156,-1.0,0.04,-0.48,,,
22,2021-06-23 10:05:39.352019,ROKU,2021-06-25,260.0,P,415.1000061035156,-1.0,0.04,-0.48,,,
23,2021-06-23 10:05:39.352019,ROKU,2021-06-25,265.0,P,415.1000061035156,-1.0,0.04,-0.48,,,
24,2021-06-23 10:05:39.352019,ROKU,2021-06-25,270.0,P,415.1000061035156,0.01,0.04,0.025,,,-0.000254795648550471
25,2021-06-23 10:05:39.352019,ROKU,2021-06-25,275.0,P,415.1000061035156,0.01,0.04,0.025,,,-0.00026713300418201863
26,2021-06-23 10:05:39.352019,ROKU,2021-06-25,280.0,P,415.1000061035156,0.01,0.02,0.015,,,-0.0002803284678303138
27,2021-06-23 10:05:39.352019,ROKU,2021-06-25,282.5,P,415.1000061035156,0.01,0.03,0.02,,,-0.0002872818913831356
28,2021-06-23 10:05:39.352019,ROKU,2021-06-25,285.0,P,415.1000061035156,0.01,0.04,0.025,,,-0.0002944879796797945
29,2021-06-23 10:05:39.352019,ROKU,2021-06-25,287.5,P,415.1000061035156,0.01,0.04,0.025,,,-0.0002831742694550286
30,2021-06-23 10:05:39.352019,ROKU,2021-06-25,290.0,P,415.1000061035156,0.02,0.04,0.03,0.01,3.0,-0.0005746281492259461
31,2021-06-23 10:05:39.352019,ROKU,2021-06-25,292.5,P,415.1000061035156,0.01,0.04,0.025,,,-0.0005889148418322707
32,2021-06-23 10:05:39.352019,ROKU,2021-06-25,295.0,P,415.1000061035156,0.01,0.04,0.025,,,-0.0006037525772744398
33,2021-06-23 10:05:39.353019,ROKU,2021-06-25,297.5,P,415.1000061035156,0.02,0.05,0.035,,,-0.0006191839401992727
34,2021-06-23 10:05:39.353019,ROKU,2021-06-25,300.0,P,415.1000061035156,0.02,0.05,0.035,0.03,9.0,-0.0006352242526397065
35,2021-06-23 10:05:39.353019,ROKU,2021-06-25,302.5,P,415.1000061035156,0.02,0.05,0.035,,,-0.0006519327070349673
36,2021-06-23 10:05:39.353019,ROKU,2021-06-25,305.0,P,415.1000061035156,0.04,0.06,0.05,0.05,5.0,-0.0013125320593497523
37,2021-06-23 10:05:39.353019,ROKU,2021-06-25,307.5,P,415.1000061035156,0.03,0.05,0.04,,,-0.0009964099591790233
38,2021-06-23 10:05:39.353019,ROKU,2021-06-25,310.0,P,415.1000061035156,0.03,0.05,0.04,,,-0.0010127568679501957
39,2021-06-23 10:05:39.353019,ROKU,2021-06-25,312.5,P,415.1000061035156,0.03,0.06,0.045,,1.0,-0.0010349117989044384
40,2021-06-23 10:05:39.353019,ROKU,2021-06-25,315.0,P,415.1000061035156,0.03,0.07,0.05,,1.0,-0.001063844623185054
41,2021-06-23 10:05:39.353019,ROKU,2021-06-25,317.5,P,415.1000061035156,0.03,0.08,0.055,,,-0.0010941527008588748
42,2021-06-23 10:05:39.460050,ROKU,2021-06-25,320.0,P,415.1000061035156,0.04,0.06,0.05,,12.0,-0.0016223779618575946
43,2021-06-23 10:05:39.460050,ROKU,2021-06-25,322.5,P,415.1000061035156,0.04,0.08,0.06,,,-0.0016690103950017417
44,2021-06-23 10:05:39.460050,ROKU,2021-06-25,325.0,P,415.1000061035156,0.04,0.08,0.06,0.05,18.0,-0.0017179285181206396
45,2021-06-23 10:05:39.460050,ROKU,2021-06-25,327.5,P,415.1896057128906,0.05,0.08,0.065,,,-0.0022987881354142492
